Tên cảm biến,Giá trị,Thời gian
temperature,25.01,2025-04-25 08:16:38
Humidity,42.82,2025-04-25 08:16:38
Illuminance,251,2025-04-25 08:16:38
AtmosphericPressure,1009.813,2025-04-25 08:16:38
Noise,51.32,2025-04-25 08:16:38
eTVOC,34,2025-04-25 08:16:38
eCO2,624,2025-04-25 08:16:38
DiscomfortIndex,81.3,2025-04-25 08:16:38
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:38
temperature,25.01,2025-04-25 08:16:39
Humidity,42.82,2025-04-25 08:16:39
Illuminance,251,2025-04-25 08:16:39
AtmosphericPressure,1009.813,2025-04-25 08:16:39
Noise,51.32,2025-04-25 08:16:39
eTVOC,34,2025-04-25 08:16:39
eCO2,624,2025-04-25 08:16:39
DiscomfortIndex,81.3,2025-04-25 08:16:39
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:39
temperature,25.01,2025-04-25 08:16:40
Humidity,42.82,2025-04-25 08:16:40
Illuminance,251,2025-04-25 08:16:40
AtmosphericPressure,1009.813,2025-04-25 08:16:40
Noise,51.32,2025-04-25 08:16:40
eTVOC,34,2025-04-25 08:16:40
eCO2,624,2025-04-25 08:16:40
DiscomfortIndex,81.3,2025-04-25 08:16:40
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:40
temperature,25.01,2025-04-25 08:16:41
Humidity,42.83,2025-04-25 08:16:41
Illuminance,251,2025-04-25 08:16:41
AtmosphericPressure,1009.816,2025-04-25 08:16:41
Noise,61.6,2025-04-25 08:16:41
eTVOC,34,2025-04-25 08:16:41
eCO2,627,2025-04-25 08:16:41
DiscomfortIndex,81.31,2025-04-25 08:16:41
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:41
temperature,25.01,2025-04-25 08:16:42
Humidity,42.83,2025-04-25 08:16:42
Illuminance,251,2025-04-25 08:16:42
AtmosphericPressure,1009.816,2025-04-25 08:16:42
Noise,61.6,2025-04-25 08:16:42
eTVOC,34,2025-04-25 08:16:42
eCO2,627,2025-04-25 08:16:42
DiscomfortIndex,81.31,2025-04-25 08:16:42
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:42
temperature,25.01,2025-04-25 08:16:43
Humidity,42.83,2025-04-25 08:16:43
Illuminance,251,2025-04-25 08:16:43
AtmosphericPressure,1009.816,2025-04-25 08:16:43
Noise,61.6,2025-04-25 08:16:43
eTVOC,34,2025-04-25 08:16:43
eCO2,627,2025-04-25 08:16:43
DiscomfortIndex,81.31,2025-04-25 08:16:43
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:43
temperature,25,2025-04-25 08:16:44
Humidity,42.87,2025-04-25 08:16:44
Illuminance,253,2025-04-25 08:16:44
AtmosphericPressure,1009.838,2025-04-25 08:16:44
Noise,68.75,2025-04-25 08:16:44
eTVOC,34,2025-04-25 08:16:44
eCO2,624,2025-04-25 08:16:44
DiscomfortIndex,81.31,2025-04-25 08:16:44
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:44
temperature,25,2025-04-25 08:16:45
Humidity,42.87,2025-04-25 08:16:45
Illuminance,253,2025-04-25 08:16:45
AtmosphericPressure,1009.838,2025-04-25 08:16:45
Noise,68.75,2025-04-25 08:16:45
eTVOC,34,2025-04-25 08:16:45
eCO2,624,2025-04-25 08:16:45
DiscomfortIndex,81.31,2025-04-25 08:16:45
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:45
temperature,25,2025-04-25 08:16:46
Humidity,42.87,2025-04-25 08:16:46
Illuminance,253,2025-04-25 08:16:46
AtmosphericPressure,1009.838,2025-04-25 08:16:46
Noise,68.75,2025-04-25 08:16:46
eTVOC,34,2025-04-25 08:16:46
eCO2,624,2025-04-25 08:16:46
DiscomfortIndex,81.31,2025-04-25 08:16:46
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:46
temperature,25,2025-04-25 08:16:47
Humidity,42.79,2025-04-25 08:16:47
Illuminance,251,2025-04-25 08:16:47
AtmosphericPressure,1009.829,2025-04-25 08:16:47
Noise,54.92,2025-04-25 08:16:47
eTVOC,33,2025-04-25 08:16:47
eCO2,617,2025-04-25 08:16:47
DiscomfortIndex,81.3,2025-04-25 08:16:47
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:47
temperature,25,2025-04-25 08:16:48
Humidity,42.79,2025-04-25 08:16:48
Illuminance,251,2025-04-25 08:16:48
AtmosphericPressure,1009.829,2025-04-25 08:16:48
Noise,54.92,2025-04-25 08:16:48
eTVOC,33,2025-04-25 08:16:48
eCO2,617,2025-04-25 08:16:48
DiscomfortIndex,81.3,2025-04-25 08:16:48
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:48
temperature,25,2025-04-25 08:16:49
Humidity,42.79,2025-04-25 08:16:49
Illuminance,251,2025-04-25 08:16:49
AtmosphericPressure,1009.829,2025-04-25 08:16:49
Noise,54.92,2025-04-25 08:16:49
eTVOC,33,2025-04-25 08:16:49
eCO2,617,2025-04-25 08:16:49
DiscomfortIndex,81.3,2025-04-25 08:16:49
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:49
temperature,25.02,2025-04-25 08:16:50
Humidity,42.69,2025-04-25 08:16:50
Illuminance,251,2025-04-25 08:16:50
AtmosphericPressure,1009.842,2025-04-25 08:16:50
Noise,70.49,2025-04-25 08:16:50
eTVOC,33,2025-04-25 08:16:50
eCO2,623,2025-04-25 08:16:50
DiscomfortIndex,81.28,2025-04-25 08:16:50
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:50
temperature,25.02,2025-04-25 08:16:51
Humidity,42.69,2025-04-25 08:16:51
Illuminance,251,2025-04-25 08:16:51
AtmosphericPressure,1009.842,2025-04-25 08:16:51
Noise,70.49,2025-04-25 08:16:51
eTVOC,33,2025-04-25 08:16:51
eCO2,623,2025-04-25 08:16:51
DiscomfortIndex,81.28,2025-04-25 08:16:51
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:51
temperature,25.02,2025-04-25 08:16:52
Humidity,42.69,2025-04-25 08:16:52
Illuminance,251,2025-04-25 08:16:52
AtmosphericPressure,1009.842,2025-04-25 08:16:52
Noise,70.49,2025-04-25 08:16:52
eTVOC,33,2025-04-25 08:16:52
eCO2,623,2025-04-25 08:16:52
DiscomfortIndex,81.28,2025-04-25 08:16:52
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:52
temperature,25.01,2025-04-25 08:16:53
Humidity,42.7,2025-04-25 08:16:53
Illuminance,251,2025-04-25 08:16:53
AtmosphericPressure,1009.839,2025-04-25 08:16:53
Noise,52.48,2025-04-25 08:16:53
eTVOC,34,2025-04-25 08:16:53
eCO2,626,2025-04-25 08:16:53
DiscomfortIndex,81.29,2025-04-25 08:16:53
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:53
temperature,25.01,2025-04-25 08:16:54
Humidity,42.7,2025-04-25 08:16:54
Illuminance,251,2025-04-25 08:16:54
AtmosphericPressure,1009.839,2025-04-25 08:16:54
Noise,52.48,2025-04-25 08:16:54
eTVOC,34,2025-04-25 08:16:54
eCO2,626,2025-04-25 08:16:54
DiscomfortIndex,81.29,2025-04-25 08:16:54
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:54
temperature,25.01,2025-04-25 08:16:55
Humidity,42.7,2025-04-25 08:16:55
Illuminance,251,2025-04-25 08:16:55
AtmosphericPressure,1009.839,2025-04-25 08:16:55
Noise,52.48,2025-04-25 08:16:55
eTVOC,34,2025-04-25 08:16:55
eCO2,626,2025-04-25 08:16:55
DiscomfortIndex,81.29,2025-04-25 08:16:55
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:55
temperature,25.04,2025-04-25 08:16:56
Humidity,42.69,2025-04-25 08:16:56
Illuminance,251,2025-04-25 08:16:56
AtmosphericPressure,1009.828,2025-04-25 08:16:56
Noise,60.3,2025-04-25 08:16:56
eTVOC,33,2025-04-25 08:16:56
eCO2,623,2025-04-25 08:16:56
DiscomfortIndex,81.29,2025-04-25 08:16:56
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:56
temperature,25.04,2025-04-25 08:16:57
Humidity,42.69,2025-04-25 08:16:57
Illuminance,251,2025-04-25 08:16:57
AtmosphericPressure,1009.828,2025-04-25 08:16:57
Noise,60.3,2025-04-25 08:16:57
eTVOC,33,2025-04-25 08:16:57
eCO2,623,2025-04-25 08:16:57
DiscomfortIndex,81.29,2025-04-25 08:16:57
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:57
temperature,25.04,2025-04-25 08:16:58
Humidity,42.69,2025-04-25 08:16:58
Illuminance,251,2025-04-25 08:16:58
AtmosphericPressure,1009.828,2025-04-25 08:16:58
Noise,60.3,2025-04-25 08:16:58
eTVOC,33,2025-04-25 08:16:58
eCO2,623,2025-04-25 08:16:58
DiscomfortIndex,81.29,2025-04-25 08:16:58
HeatstrokeRiskLevel,26.65,2025-04-25 08:16:58
temperature,25,2025-04-25 08:16:59
Humidity,42.74,2025-04-25 08:16:59
Illuminance,248,2025-04-25 08:16:59
AtmosphericPressure,1009.832,2025-04-25 08:16:59
Noise,51.87,2025-04-25 08:16:59
eTVOC,34,2025-04-25 08:16:59
eCO2,627,2025-04-25 08:16:59
DiscomfortIndex,81.3,2025-04-25 08:16:59
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:59
temperature,25,2025-04-25 08:17:00
Humidity,42.74,2025-04-25 08:17:00
Illuminance,248,2025-04-25 08:17:00
AtmosphericPressure,1009.832,2025-04-25 08:17:00
Noise,51.87,2025-04-25 08:17:00
eTVOC,34,2025-04-25 08:17:00
eCO2,627,2025-04-25 08:17:00
DiscomfortIndex,81.3,2025-04-25 08:17:00
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:00
temperature,25,2025-04-25 08:17:01
Humidity,42.74,2025-04-25 08:17:01
Illuminance,248,2025-04-25 08:17:01
AtmosphericPressure,1009.832,2025-04-25 08:17:01
Noise,51.87,2025-04-25 08:17:01
eTVOC,34,2025-04-25 08:17:01
eCO2,627,2025-04-25 08:17:01
DiscomfortIndex,81.3,2025-04-25 08:17:01
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:01
temperature,25.01,2025-04-25 08:17:02
Humidity,42.77,2025-04-25 08:17:02
Illuminance,241,2025-04-25 08:17:02
AtmosphericPressure,1009.828,2025-04-25 08:17:02
Noise,63.38,2025-04-25 08:17:02
eTVOC,33,2025-04-25 08:17:02
eCO2,623,2025-04-25 08:17:02
DiscomfortIndex,81.3,2025-04-25 08:17:02
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:02
temperature,25.01,2025-04-25 08:17:03
Humidity,42.77,2025-04-25 08:17:03
Illuminance,241,2025-04-25 08:17:03
AtmosphericPressure,1009.828,2025-04-25 08:17:03
Noise,63.38,2025-04-25 08:17:03
eTVOC,33,2025-04-25 08:17:03
eCO2,623,2025-04-25 08:17:03
DiscomfortIndex,81.3,2025-04-25 08:17:03
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:03
temperature,25.01,2025-04-25 08:17:04
Humidity,42.77,2025-04-25 08:17:04
Illuminance,241,2025-04-25 08:17:04
AtmosphericPressure,1009.828,2025-04-25 08:17:04
Noise,63.38,2025-04-25 08:17:04
eTVOC,33,2025-04-25 08:17:04
eCO2,623,2025-04-25 08:17:04
DiscomfortIndex,81.3,2025-04-25 08:17:04
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:04
temperature,25.01,2025-04-25 08:17:05
Humidity,42.8,2025-04-25 08:17:05
Illuminance,253,2025-04-25 08:17:05
AtmosphericPressure,1009.822,2025-04-25 08:17:05
Noise,52.72,2025-04-25 08:17:05
eTVOC,30,2025-04-25 08:17:05
eCO2,603,2025-04-25 08:17:05
DiscomfortIndex,81.3,2025-04-25 08:17:05
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:05
temperature,25.01,2025-04-25 08:17:06
Humidity,42.8,2025-04-25 08:17:06
Illuminance,253,2025-04-25 08:17:06
AtmosphericPressure,1009.822,2025-04-25 08:17:06
Noise,52.72,2025-04-25 08:17:06
eTVOC,30,2025-04-25 08:17:06
eCO2,603,2025-04-25 08:17:06
DiscomfortIndex,81.3,2025-04-25 08:17:06
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:06
temperature,25.01,2025-04-25 08:17:07
Humidity,42.8,2025-04-25 08:17:07
Illuminance,253,2025-04-25 08:17:07
AtmosphericPressure,1009.822,2025-04-25 08:17:07
Noise,52.72,2025-04-25 08:17:07
eTVOC,30,2025-04-25 08:17:07
eCO2,603,2025-04-25 08:17:07
DiscomfortIndex,81.3,2025-04-25 08:17:07
HeatstrokeRiskLevel,26.65,2025-04-25 08:17:07
temperature,25.01,2025-04-25 08:17:08
Humidity,42.94,2025-04-25 08:17:08
Illuminance,255,2025-04-25 08:17:08
AtmosphericPressure,1009.822,2025-04-25 08:17:08
Noise,52.4,2025-04-25 08:17:08
eTVOC,32,2025-04-25 08:17:08
eCO2,614,2025-04-25 08:17:08
DiscomfortIndex,81.34,2025-04-25 08:17:08
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:08
temperature,25.01,2025-04-25 08:17:09
Humidity,42.94,2025-04-25 08:17:09
Illuminance,255,2025-04-25 08:17:09
AtmosphericPressure,1009.822,2025-04-25 08:17:09
Noise,52.4,2025-04-25 08:17:09
eTVOC,32,2025-04-25 08:17:09
eCO2,614,2025-04-25 08:17:09
DiscomfortIndex,81.34,2025-04-25 08:17:09
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:09
temperature,25.01,2025-04-25 08:17:10
Humidity,42.94,2025-04-25 08:17:10
Illuminance,255,2025-04-25 08:17:10
AtmosphericPressure,1009.822,2025-04-25 08:17:10
Noise,52.4,2025-04-25 08:17:10
eTVOC,32,2025-04-25 08:17:10
eCO2,614,2025-04-25 08:17:10
DiscomfortIndex,81.34,2025-04-25 08:17:10
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:10
temperature,25.06,2025-04-25 08:17:11
Humidity,42.95,2025-04-25 08:17:11
Illuminance,258,2025-04-25 08:17:11
AtmosphericPressure,1009.823,2025-04-25 08:17:11
Noise,52.04,2025-04-25 08:17:11
eTVOC,33,2025-04-25 08:17:11
eCO2,617,2025-04-25 08:17:11
DiscomfortIndex,81.35,2025-04-25 08:17:11
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:11
temperature,25.06,2025-04-25 08:17:12
Humidity,42.95,2025-04-25 08:17:12
Illuminance,258,2025-04-25 08:17:12
AtmosphericPressure,1009.823,2025-04-25 08:17:12
Noise,52.04,2025-04-25 08:17:12
eTVOC,33,2025-04-25 08:17:12
eCO2,617,2025-04-25 08:17:12
DiscomfortIndex,81.35,2025-04-25 08:17:12
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:12
temperature,25.06,2025-04-25 08:17:13
Humidity,42.95,2025-04-25 08:17:13
Illuminance,258,2025-04-25 08:17:13
AtmosphericPressure,1009.823,2025-04-25 08:17:13
Noise,52.04,2025-04-25 08:17:13
eTVOC,33,2025-04-25 08:17:13
eCO2,617,2025-04-25 08:17:13
DiscomfortIndex,81.35,2025-04-25 08:17:13
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:13
temperature,25.05,2025-04-25 08:17:14
Humidity,42.97,2025-04-25 08:17:14
Illuminance,265,2025-04-25 08:17:14
AtmosphericPressure,1009.825,2025-04-25 08:17:14
Noise,52.97,2025-04-25 08:17:14
eTVOC,33,2025-04-25 08:17:14
eCO2,617,2025-04-25 08:17:14
DiscomfortIndex,81.37,2025-04-25 08:17:14
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:14
temperature,25.05,2025-04-25 08:17:15
Humidity,42.97,2025-04-25 08:17:15
Illuminance,265,2025-04-25 08:17:15
AtmosphericPressure,1009.825,2025-04-25 08:17:15
Noise,52.97,2025-04-25 08:17:15
eTVOC,33,2025-04-25 08:17:15
eCO2,617,2025-04-25 08:17:15
DiscomfortIndex,81.37,2025-04-25 08:17:15
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:15
temperature,25.05,2025-04-25 08:17:16
Humidity,42.97,2025-04-25 08:17:16
Illuminance,265,2025-04-25 08:17:16
AtmosphericPressure,1009.825,2025-04-25 08:17:16
Noise,52.97,2025-04-25 08:17:16
eTVOC,33,2025-04-25 08:17:16
eCO2,617,2025-04-25 08:17:16
DiscomfortIndex,81.37,2025-04-25 08:17:16
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:16
temperature,25.09,2025-04-25 08:17:17
Humidity,42.9,2025-04-25 08:17:17
Illuminance,265,2025-04-25 08:17:17
AtmosphericPressure,1009.824,2025-04-25 08:17:17
Noise,51.7,2025-04-25 08:17:17
eTVOC,31,2025-04-25 08:17:17
eCO2,605,2025-04-25 08:17:17
DiscomfortIndex,81.37,2025-04-25 08:17:17
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:17
temperature,25.09,2025-04-25 08:17:18
Humidity,42.9,2025-04-25 08:17:18
Illuminance,265,2025-04-25 08:17:18
AtmosphericPressure,1009.824,2025-04-25 08:17:18
Noise,51.7,2025-04-25 08:17:18
eTVOC,31,2025-04-25 08:17:18
eCO2,605,2025-04-25 08:17:18
DiscomfortIndex,81.37,2025-04-25 08:17:18
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:18
temperature,25.09,2025-04-25 08:17:19
Humidity,42.9,2025-04-25 08:17:19
Illuminance,265,2025-04-25 08:17:19
AtmosphericPressure,1009.824,2025-04-25 08:17:19
Noise,51.7,2025-04-25 08:17:19
eTVOC,31,2025-04-25 08:17:19
eCO2,605,2025-04-25 08:17:19
DiscomfortIndex,81.37,2025-04-25 08:17:19
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:19
temperature,25.12,2025-04-25 08:17:20
Humidity,42.89,2025-04-25 08:17:20
Illuminance,265,2025-04-25 08:17:20
AtmosphericPressure,1009.832,2025-04-25 08:17:20
Noise,52.94,2025-04-25 08:17:20
eTVOC,32,2025-04-25 08:17:20
eCO2,614,2025-04-25 08:17:20
DiscomfortIndex,81.38,2025-04-25 08:17:20
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:20
temperature,25.12,2025-04-25 08:17:21
Humidity,42.89,2025-04-25 08:17:21
Illuminance,265,2025-04-25 08:17:21
AtmosphericPressure,1009.832,2025-04-25 08:17:21
Noise,52.94,2025-04-25 08:17:21
eTVOC,32,2025-04-25 08:17:21
eCO2,614,2025-04-25 08:17:21
DiscomfortIndex,81.38,2025-04-25 08:17:21
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:21
temperature,25.12,2025-04-25 08:17:22
Humidity,42.89,2025-04-25 08:17:22
Illuminance,265,2025-04-25 08:17:22
AtmosphericPressure,1009.832,2025-04-25 08:17:22
Noise,52.94,2025-04-25 08:17:22
eTVOC,32,2025-04-25 08:17:22
eCO2,614,2025-04-25 08:17:22
DiscomfortIndex,81.38,2025-04-25 08:17:22
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:22
temperature,25.09,2025-04-25 08:17:23
Humidity,42.93,2025-04-25 08:17:23
Illuminance,265,2025-04-25 08:17:23
AtmosphericPressure,1009.835,2025-04-25 08:17:23
Noise,63.2,2025-04-25 08:17:23
eTVOC,32,2025-04-25 08:17:23
eCO2,614,2025-04-25 08:17:23
DiscomfortIndex,81.35,2025-04-25 08:17:23
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:23
temperature,25.09,2025-04-25 08:17:24
Humidity,42.93,2025-04-25 08:17:24
Illuminance,265,2025-04-25 08:17:24
AtmosphericPressure,1009.835,2025-04-25 08:17:24
Noise,63.2,2025-04-25 08:17:24
eTVOC,32,2025-04-25 08:17:24
eCO2,614,2025-04-25 08:17:24
DiscomfortIndex,81.35,2025-04-25 08:17:24
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:24
temperature,25.09,2025-04-25 08:17:25
Humidity,42.93,2025-04-25 08:17:25
Illuminance,265,2025-04-25 08:17:25
AtmosphericPressure,1009.835,2025-04-25 08:17:25
Noise,63.2,2025-04-25 08:17:25
eTVOC,32,2025-04-25 08:17:25
eCO2,614,2025-04-25 08:17:25
DiscomfortIndex,81.35,2025-04-25 08:17:25
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:25
temperature,25.05,2025-04-25 08:17:26
Humidity,42.96,2025-04-25 08:17:26
Illuminance,260,2025-04-25 08:17:26
AtmosphericPressure,1009.825,2025-04-25 08:17:26
Noise,67.67,2025-04-25 08:17:26
eTVOC,33,2025-04-25 08:17:26
eCO2,617,2025-04-25 08:17:26
DiscomfortIndex,81.32,2025-04-25 08:17:26
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:26
temperature,25.05,2025-04-25 08:17:27
Humidity,42.96,2025-04-25 08:17:27
Illuminance,260,2025-04-25 08:17:27
AtmosphericPressure,1009.825,2025-04-25 08:17:27
Noise,67.67,2025-04-25 08:17:27
eTVOC,33,2025-04-25 08:17:27
eCO2,617,2025-04-25 08:17:27
DiscomfortIndex,81.32,2025-04-25 08:17:27
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:27
temperature,25.05,2025-04-25 08:17:28
Humidity,42.96,2025-04-25 08:17:28
Illuminance,260,2025-04-25 08:17:28
AtmosphericPressure,1009.825,2025-04-25 08:17:28
Noise,67.67,2025-04-25 08:17:28
eTVOC,33,2025-04-25 08:17:28
eCO2,617,2025-04-25 08:17:28
DiscomfortIndex,81.32,2025-04-25 08:17:28
HeatstrokeRiskLevel,26.66,2025-04-25 08:17:28
temperature,25.06,2025-04-25 08:17:29
Humidity,42.94,2025-04-25 08:17:29
Illuminance,260,2025-04-25 08:17:29
AtmosphericPressure,1009.815,2025-04-25 08:17:29
Noise,53,2025-04-25 08:17:29
eTVOC,32,2025-04-25 08:17:29
eCO2,614,2025-04-25 08:17:29
DiscomfortIndex,81.37,2025-04-25 08:17:29
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:29
temperature,25.06,2025-04-25 08:17:30
Humidity,42.94,2025-04-25 08:17:30
Illuminance,260,2025-04-25 08:17:30
AtmosphericPressure,1009.815,2025-04-25 08:17:30
Noise,53,2025-04-25 08:17:30
eTVOC,32,2025-04-25 08:17:30
eCO2,614,2025-04-25 08:17:30
DiscomfortIndex,81.37,2025-04-25 08:17:30
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:30
temperature,25.06,2025-04-25 08:17:31
Humidity,42.94,2025-04-25 08:17:31
Illuminance,260,2025-04-25 08:17:31
AtmosphericPressure,1009.815,2025-04-25 08:17:31
Noise,53,2025-04-25 08:17:31
eTVOC,32,2025-04-25 08:17:31
eCO2,614,2025-04-25 08:17:31
DiscomfortIndex,81.37,2025-04-25 08:17:31
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:31
temperature,25.09,2025-04-25 08:17:32
Humidity,42.83,2025-04-25 08:17:32
Illuminance,260,2025-04-25 08:17:32
AtmosphericPressure,1009.815,2025-04-25 08:17:32
Noise,50.98,2025-04-25 08:17:32
eTVOC,33,2025-04-25 08:17:32
eCO2,617,2025-04-25 08:17:32
DiscomfortIndex,81.34,2025-04-25 08:17:32
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:32
temperature,25.09,2025-04-25 08:17:33
Humidity,42.83,2025-04-25 08:17:33
Illuminance,260,2025-04-25 08:17:33
AtmosphericPressure,1009.815,2025-04-25 08:17:33
Noise,50.98,2025-04-25 08:17:33
eTVOC,33,2025-04-25 08:17:33
eCO2,617,2025-04-25 08:17:33
DiscomfortIndex,81.34,2025-04-25 08:17:33
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:33
temperature,25.09,2025-04-25 08:17:34
Humidity,42.83,2025-04-25 08:17:34
Illuminance,260,2025-04-25 08:17:34
AtmosphericPressure,1009.815,2025-04-25 08:17:34
Noise,50.98,2025-04-25 08:17:34
eTVOC,33,2025-04-25 08:17:34
eCO2,617,2025-04-25 08:17:34
DiscomfortIndex,81.34,2025-04-25 08:17:34
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:34
temperature,25.09,2025-04-25 08:17:35
Humidity,42.84,2025-04-25 08:17:35
Illuminance,260,2025-04-25 08:17:35
AtmosphericPressure,1009.814,2025-04-25 08:17:35
Noise,64.39,2025-04-25 08:17:35
eTVOC,31,2025-04-25 08:17:35
eCO2,605,2025-04-25 08:17:35
DiscomfortIndex,81.38,2025-04-25 08:17:35
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:35
temperature,25.09,2025-04-25 08:17:36
Humidity,42.84,2025-04-25 08:17:36
Illuminance,260,2025-04-25 08:17:36
AtmosphericPressure,1009.814,2025-04-25 08:17:36
Noise,64.39,2025-04-25 08:17:36
eTVOC,31,2025-04-25 08:17:36
eCO2,605,2025-04-25 08:17:36
DiscomfortIndex,81.38,2025-04-25 08:17:36
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:36
temperature,25.09,2025-04-25 08:17:37
Humidity,42.84,2025-04-25 08:17:37
Illuminance,260,2025-04-25 08:17:37
AtmosphericPressure,1009.814,2025-04-25 08:17:37
Noise,64.39,2025-04-25 08:17:37
eTVOC,31,2025-04-25 08:17:37
eCO2,605,2025-04-25 08:17:37
DiscomfortIndex,81.38,2025-04-25 08:17:37
HeatstrokeRiskLevel,26.69,2025-04-25 08:17:37
temperature,25.09,2025-04-25 08:17:38
Humidity,42.83,2025-04-25 08:17:38
Illuminance,262,2025-04-25 08:17:38
AtmosphericPressure,1009.823,2025-04-25 08:17:38
Noise,51.65,2025-04-25 08:17:38
eTVOC,33,2025-04-25 08:17:38
eCO2,618,2025-04-25 08:17:38
DiscomfortIndex,81.34,2025-04-25 08:17:38
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:38
temperature,25.09,2025-04-25 08:17:39
Humidity,42.83,2025-04-25 08:17:39
Illuminance,262,2025-04-25 08:17:39
AtmosphericPressure,1009.823,2025-04-25 08:17:39
Noise,51.65,2025-04-25 08:17:39
eTVOC,33,2025-04-25 08:17:39
eCO2,618,2025-04-25 08:17:39
DiscomfortIndex,81.34,2025-04-25 08:17:39
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:39
temperature,25.09,2025-04-25 08:17:40
Humidity,42.83,2025-04-25 08:17:40
Illuminance,262,2025-04-25 08:17:40
AtmosphericPressure,1009.823,2025-04-25 08:17:40
Noise,51.65,2025-04-25 08:17:40
eTVOC,33,2025-04-25 08:17:40
eCO2,618,2025-04-25 08:17:40
DiscomfortIndex,81.34,2025-04-25 08:17:40
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:40
temperature,25.04,2025-04-25 08:17:41
Humidity,42.91,2025-04-25 08:17:41
Illuminance,262,2025-04-25 08:17:41
AtmosphericPressure,1009.827,2025-04-25 08:17:41
Noise,55.46,2025-04-25 08:17:41
eTVOC,31,2025-04-25 08:17:41
eCO2,605,2025-04-25 08:17:41
DiscomfortIndex,81.34,2025-04-25 08:17:41
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:41
temperature,25.04,2025-04-25 08:17:42
Humidity,42.91,2025-04-25 08:17:42
Illuminance,262,2025-04-25 08:17:42
AtmosphericPressure,1009.827,2025-04-25 08:17:42
Noise,55.46,2025-04-25 08:17:42
eTVOC,31,2025-04-25 08:17:42
eCO2,605,2025-04-25 08:17:42
DiscomfortIndex,81.34,2025-04-25 08:17:42
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:42
temperature,25.04,2025-04-25 08:17:43
Humidity,42.91,2025-04-25 08:17:43
Illuminance,262,2025-04-25 08:17:43
AtmosphericPressure,1009.827,2025-04-25 08:17:43
Noise,55.46,2025-04-25 08:17:43
eTVOC,31,2025-04-25 08:17:43
eCO2,605,2025-04-25 08:17:43
DiscomfortIndex,81.34,2025-04-25 08:17:43
HeatstrokeRiskLevel,26.67,2025-04-25 08:17:43
